Survey,Blooming,Date,Year,Site_Code,Orchard_Block,Time,Time_Hour,Treatment,Section,Distance,Temperature,Humidity,Wind_Speed
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12,SWS,2,29,14.7,70.9,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12,SWS,3,48,15.1,69.9,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,12:30,12.5,CS,0,0,14.8,70.7,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12.5,CS,1,10,15.4,70,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12.5,CS,2,29,15.6,68.9,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12.5,CS,3,48,15.2,67.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,12.5,CS,4,67,15.8,67.3,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,13:00,13,AMWS,0,0,15.4,68.2,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,13,AMWS,1,10,15.4,66.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,13,AMWS,2,29,16.2,65.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,13,AMWS,3,48,16.5,66.5,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_5,Orchard_block_10,,13,AMWS,4,67,16.6,65.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,14:00,14,SWS,0,0,17.4,78.7,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14,SWS,1,10,18.4,69.9,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14,SWS,2,29,18.6,69.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14,SWS,3,48,18.7,67.9,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14,SWS,4,67,19.1,68.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,14:30,14.5,AMWS,0,0,19.9,66.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14.5,AMWS,1,10,19.2,68.4,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14.5,AMWS,2,29,20.1,69.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14.5,AMWS,3,48,18.7,68.4,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,14.5,AMWS,4,67,18.9,68.6,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,15:00,15,CS,0,0,18.6,67.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,15,CS,1,10,18.9,68.6,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,15,CS,2,29,19.4,66.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,15,CS,3,48,19.6,68.1,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_8,,15,CS,4,67,19.8,68.4,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,15:30,15.5,SWS,0,0,19.6,68.7,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,15.5,SWS,1,10,19.8,66.1,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,15.5,SWS,2,29,20.7,67.3,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,15.5,SWS,3,48,20.6,67.4,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,15.5,SWS,4,67,20.2,68.1,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,16:00,16,CS,0,0,18,70.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16,CS,1,10,19.7,69.7,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16,CS,2,29,20.6,68.8,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16,CS,3,48,20.4,68.1,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16,CS,4,67,21.1,66.6,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,16:30,16.5,AMWS,0,0,21.2,64.2,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16.5,AMWS,1,10,20,63.5,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16.5,AMWS,2,29,21.3,66.1,0
Beat_sampling,Post-Anthesis,5/17/2017,Year_1,Site_code_4,Orchard_block_7,,16.5,AMWS,3,48,21,64.1,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,14:00,14,AMWS,0,0,18.7,66.4,0.4
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14,AMWS,1,10,18.7,66.7,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14,AMWS,2,29,18.6,66.5,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14,AMWS,3,48,18.4,66.6,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,14:30,14.5,CS,0,0,19.2,67.4,0.5
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14.5,CS,1,10,19.6,66.4,0.2
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14.5,CS,2,29,19.4,65.2,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,14.5,CS,3,48,19.4,64.9,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,15:00,15,SWS,0,0,18.7,68.1,0.3
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,15,SWS,1,10,18.9,67.2,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,15,SWS,2,29,19.2,66.4,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_6,,15,SWS,3,48,19.7,65.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,15:30,15.5,SWS,0,0,19.7,64.2,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,15.5,SWS,1,10,20.2,63.6,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,15.5,SWS,2,29,20.4,63.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,15.5,SWS,3,48,20.6,63.7,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,15.5,SWS,4,67,20.7,62.9,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,16:00,16,AMWS,0,0,19.4,65.7,0.3
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16,AMWS,1,10,21.1,64.5,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16,AMWS,2,29,21.6,64.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16,AMWS,3,48,21.7,64.6,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16,AMWS,4,67,20.8,63.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,16:30,16.5,CS,0,0,21.7,64.2,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16.5,CS,1,10,21.4,64.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16.5,CS,2,29,21.8,63.4,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16.5,CS,3,48,21.5,62.8,0
Beat_sampling,Post-Anthesis,5/18/2017,Year_1,Site_code_3,Orchard_block_5,,16.5,CS,4,67,21.6,62.6,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,10:30,10.5,CS,0,0,13.7,65,0.6
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,10.5,CS,1,10,14.2,64.2,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,10.5,CS,2,29,14.6,64.7,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,10.5,CS,3,48,15.1,64.2,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,10.5,CS,4,67,15.7,65.2,0.2
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,11:00,11,AMWS,0,0,14.6,66.4,0.8
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11,AMWS,1,10,15.2,65.3,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11,AMWS,2,29,15.4,65.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11,AMWS,3,48,15.3,65.3,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11,AMWS,4,67,15.7,64.8,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,11:30,11.5,SWS,0,0,15,65.9,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11.5,SWS,1,10,15.8,63.7,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11.5,SWS,2,29,16.1,62.9,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11.5,SWS,3,48,16.2,63.5,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_3,,11.5,SWS,4,67,16.7,62.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,12:00,12,AMWS,0,0,15.4,65,0.8
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12,AMWS,1,10,16.2,62.4,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12,AMWS,2,29,16.7,61.8,0.6
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12,AMWS,3,48,16.4,62.2,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12,AMWS,4,67,16.8,61.8,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,12:30,12.5,SWS,0,0,16.1,63.1,1.1
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12.5,SWS,1,10,17.4,61,0.5
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12.5,SWS,2,29,17.2,60.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12.5,SWS,3,48,16.8,60.5,0.3
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,12.5,SWS,4,67,17.5,60.7,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,13:00,13,CS,0,0,16.4,61.1,0.7
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,13,CS,1,10,17.2,59.4,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,13,CS,2,29,17.6,59.7,0.6
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,13,CS,3,48,17.2,59.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_2,Orchard_block_4,,13,CS,4,67,17.3,58.6,0.2
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,14:00,14,AMWS,0,0,16.6,63.2,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14,AMWS,1,10,17.2,59.3,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14,AMWS,2,29,17.4,60.2,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14,AMWS,3,48,17.6,58.9,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14,AMWS,4,67,17.8,59,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,14:30,14.5,SWS,0,0,17,58.9,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14.5,SWS,1,10,17.8,58.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14.5,SWS,2,29,18.4,58.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14.5,SWS,3,48,18.6,58.1,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,14.5,SWS,4,67,17.4,57.9,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,15:00,15,CS,0,0,17.9,59.1,0.3
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,15,CS,1,10,18.1,59.7,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,15,CS,2,29,18,59.6,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,15,CS,3,48,17.7,58.7,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_1,,15,CS,4,67,18,59.1,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,15:30,15.5,SWS,0,0,16.4,59.2,0.4
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,15.5,SWS,1,10,17.5,59.4,0.2
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,15.5,SWS,2,29,17.4,59.1,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,15.5,SWS,3,48,17.6,60.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,15.5,SWS,4,67,17.2,61.2,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,16:00,16,AMWS,0,0,16.9,61,0.7
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16,AMWS,1,10,16.7,60.7,0.2
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16,AMWS,2,29,16.3,61.6,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16,AMWS,3,48,16.6,59.9,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16,AMWS,4,67,16.4,60.3,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,16:30,16.5,CS,0,0,15.6,61.2,0.6
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16.5,CS,1,10,16.8,61.1,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16.5,CS,2,29,16.7,62.4,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16.5,CS,3,48,16.2,62.6,0
Beat_sampling,Post-Anthesis,5/21/2017,Year_1,Site_code_1,Orchard_block_2,,16.5,CS,4,67,16.1,63.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,10:45,10.5,SWS,0,0,20.1,63.3,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,10.5,SWS,1,10,19.4,72.8,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,10.5,SWS,2,29,20.6,67.8,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,10.5,SWS,3,48,19,72.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,10.5,SWS,4,67,19.1,71.2,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,11:30,11,AMWS,0,0,20.4,69.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11,AMWS,1,10,21.5,69.4,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11,AMWS,2,29,20.6,69.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11,AMWS,3,48,20.4,68.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11,AMWS,4,67,23.3,64.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,12:15,11.5,CS,0,0,21.7,64.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11.5,CS,1,10,22.9,62.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11.5,CS,2,29,21.5,65.2,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11.5,CS,3,48,21.2,59.2,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_8,,11.5,CS,4,67,22,61.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,13:00,12,AMWS,0,0,19,72.4,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12,AMWS,1,10,19.6,70.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12,AMWS,2,29,19.9,66.9,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12,AMWS,3,48,20.1,66.8,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,13:45,12.5,CS,0,0,20.7,68.3,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12.5,CS,1,10,20.6,68.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12.5,CS,2,29,20.5,66.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12.5,CS,3,48,19.2,68.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,12.5,CS,4,67,18.5,68.6,0.3
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,14:30,13,SWS,0,0,19.5,68.5,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,13,SWS,1,10,20.2,65.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,13,SWS,2,29,20.6,63.2,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,13,SWS,3,48,20.2,66.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_4,Orchard_block_7,,13,SWS,4,67,19.1,67.9,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,15:00,14,AMWS,0,0,21.2,58.6,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14,AMWS,1,10,22.1,58.2,0.2
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14,AMWS,2,29,22.3,57.4,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14,AMWS,3,48,21.9,58.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14,AMWS,4,67,22,59.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,15:35,14.5,CS,0,0,22.9,57.1,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14.5,CS,1,10,23.5,55.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14.5,CS,2,29,22.2,58.7,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14.5,CS,3,48,20.4,61.3,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,14.5,CS,4,67,19.8,63,0.3
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,16:05,15,SWS,0,0,19.9,63.2,0.5
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,15,SWS,1,10,20.6,59.5,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,15,SWS,2,29,22.7,56.4,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_10,,15,SWS,3,48,22,57.6,0
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,16:40,15.5,SWS,0,0,20.4,66.3,0.2
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,15.5,SWS,1,10,22.2,63.1,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,15.5,SWS,2,29,20.5,65.7,0.2
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,15.5,SWS,3,48,20.3,61.2,0.5
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,15.5,SWS,4,67,21.3,60.4,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,17:05,16,AMWS,0,0,20.3,60.3,0.9
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16,AMWS,1,10,20.8,61.7,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16,AMWS,2,29,19.4,63.9,0.3
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16,AMWS,3,48,19.9,63.6,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16,AMWS,4,67,20.1,60.2,1.2
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,17:30,16.5,CS,0,0,19.8,64.3,1.6
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16.5,CS,1,10,20.3,62.7,0.6
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16.5,CS,2,29,20.5,62.2,0.4
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16.5,CS,3,48,19.8,63.2,1.2
Beat_sampling,Post-Anthesis,5/30/2017,Year_1,Site_code_5,Orchard_block_9,,16.5,CS,4,67,20.5,62,0.3
Beat_sampling,Post-Anthesis,5/31/2017,Year_1,Site_code_3,Orchard_block_6,11:30,14,SWS,0,0,20,68.6,0
